Filename,Touches
gpslogger/src/main/res/values-ldpi/dimens.xml,5
gpslogger/src/main/res/values-mdpi/dimens.xml,5
gpslogger/src/main/res/values-xhdpi/dimens.xml,7
gpslogger/src/main/res/layout/activity_faq_list_item.xml,6
gpslogger/src/main/res/layout/activity_preferences.xml,3
gpslogger/src/main/res/layout/fragment_big_view.xml,3
gpslogger/src/main/res/layout/smaller_header.xml,3
gpslogger/src/main/java/com/mendhak/gpslogger/ui/components/FaqExpandableListAdapter.java,4
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/csv/PlainTextFileLogger.java,13
gpslogger/src/main/java/com/mendhak/gpslogger/common/Networks.java,5
gpslogger/src/main/java/com/mendhak/gpslogger/common/network/CertificateValidationException.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/common/network/LocalX509TrustManager.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/common/network/ServerType.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/common/LocalX509TrustManager.java,2
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/customurl/CustomUrlTrustEverything.java,11
gpslogger/src/main/java/com/mendhak/gpslogger/senders/owncloud/SelfSignedConfidentSslSocketFactory.java,9
gpslogger/src/main/java/com/mendhak/gpslogger/common/CertificateValidationException.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/customurl/LocalX509TrustManager.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/common/ContentApi.java,9
gpslogger/src/main/java/com/mendhak/gpslogger/common/ProfilePreference.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/common/RejectionHandler.java,6
gpslogger/src/main/java/com/mendhak/gpslogger/common/slf4j/FifoDeque.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/common/slf4j/GpsRollingFileAppender.java,6
gpslogger/src/main/java/com/mendhak/gpslogger/common/slf4j/Logs.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/common/slf4j/SessionLogcatAppender.java,11
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/FileLogger.java,4
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/Streams.java,5
gpslogger/src/main/java/com/mendhak/gpslogger/senders/PreferenceValidator.java,4
gpslogger/src/main/java/com/mendhak/gpslogger/senders/ZipHelper.java,9
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/display/GpsBigViewFragment.java,6
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/csv/PlainTextFileLoggerTest.java,5
gpslogger/src/test/java/com/mendhak/gpslogger/common/MathsTest.java,2
gpslogger/src/main/res/drawable-hdpi/help.png,2
gpslogger/src/main/res/values-de/strings_faq.xml,6
gpslogger/src/main/res/values-hr/strings_faq.xml,5
gpslogger/src/main/res/values-hu/strings_faq.xml,2
gpslogger/src/main/res/values-ja/strings_faq.xml,4
gpslogger/src/main/res/values-nl/strings_faq.xml,4
gpslogger/src/main/res/values-sk/strings_faq.xml,4
gpslogger/src/main/res/values-uk/strings_faq.xml,2
gpslogger/src/main/res/values/strings_faq.xml,5
gpslogger/src/main/java/com/mendhak/gpslogger/ui/components/ExpandableListAdapter.java,2
gpslogger/src/main/res/layout/activity_faq.xml,6
gpslogger/src/main/res/layout/activity_faq_list_group.xml,4
gpslogger/src/main/assets/faq/.gitignore,1
gpslogger/src/main/assets/faq/.gitkeep,1
gpslogger/src/main/java/com/mendhak/gpslogger/senders/email/Mail.java,11
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/opengts/OpenGTSJob.java,12
gpslogger/src/test/java/com/mendhak/gpslogger/loggers/opengts/OpenGTSJobTest.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/loggers/opengts/OpenGTSClient.java,2
gpslogger/src/main/java/com/mendhak/gpslogger/senders/owncloud/OwnCloudSettingsFragment.java,17
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/settings/OwnCloudManager.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/settings/GeneralSettingsFragment.java,11
gpslogger/src/main/java/com/mendhak/gpslogger/common/MessageBoxCallback.java,3
gpslogger/src/main/java/com/mendhak/gpslogger/common/Utilities.java,79
gpslogger/src/main/java/com/mendhak/gpslogger/senders/dropbox/DropboxAuthorizationFragment.java,12
gpslogger/src/main/java/com/mendhak/gpslogger/senders/email/AutoEmailFragment.java,23
gpslogger/src/main/java/com/mendhak/gpslogger/senders/ftp/FtpFragment.java,11
gpslogger/src/main/java/com/mendhak/gpslogger/senders/googledrive/GoogleDriveSettingsFragment.java,6
gpslogger/src/main/java/com/mendhak/gpslogger/senders/opengts/OpenGTSFragment.java,13
gpslogger/src/main/java/com/mendhak/gpslogger/senders/osm/OSMAuthorizationFragment.java,14
gpslogger/src/main/java/com/mendhak/gpslogger/settings/LoggingSettingsFragment.java,21
gpslogger/src/main/java/com/mendhak/gpslogger/settings/UploadSettingsFragment.java,5
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/GenericViewFragment.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/GpsBigViewFragment.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/GpsDetailedViewFragment.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/GpsLogViewFragment.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/GpsSimpleViewFragment.java,1
gpslogger/src/main/java/com/mendhak/gpslogger/ui/fragments/PermissionedFragment.java,1
gpslogger/src/test/java/com/mendhak/gpslogger/common/UtilitiesTest.java,7
